Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated,Rank_Score,Assets_B,MarketCap_B,Assets_norm,MarketCap_norm,Rank_norm,Company_Size
501,Yum Brands,YUM,"Hotels, Restaurants & Leisure",Food Services,1.0,0.0,0.0,0.0,20.0,1.0,0.0,,no,yes,no,25438,39007.3,7076.0,3.4,1597.0,20.5,6231.0,David W. Gibbs,U.S.,Louisville,Kentucky,Https://Www.Yum.Com,Public,"Market value as of March 28, 2024.",39007.0,2024-06-04,500,6.231,39.007,0.0013571323156262906,0.010852433666665832,0.5005005005005005,Small
502,Domtar,,Materials,Forest And Paper Products,1.0,0.0,0.0,0.0,166.0,1.0,0.0,,no,no,no,13000,0.0,7059.0,49.2,288.0,-15.0,7531.0,Steven M. Henry,U.S.,Fort Mill,South Carolina,Https://Www.Domtar.Com,Private,Includes revenues from discontinued operations.,1856.0,2024-06-04,499,7.531,1.856,0.0016577050894161227,0.0005163718533937956,0.5015015015015015,Small
503,Commscope Holding,COMM,Technology,Network And Other Communications Equipment,0.0,0.0,0.0,0.0,-88.0,0.0,1.0,,no,no,no,20000,278.0,6999.4,-24.2,-1450.9,0.0,9371.9,Charles L. Treadway,U.S.,Claremont,South Carolina,Https://Www.Commscope.Com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",278.0,2024-06-04,498,9.3719,0.278,0.002083339258085124,7.734449097169998e-05,0.5025025025025025,Small
504,Post Holdings,POST,"Food, Beverages & Tobacco",Food Consumer Products,1.0,0.0,0.0,0.0,41.0,1.0,0.0,,no,no,no,11430,6449.2,6991.0,9.4,301.3,-60.2,11646.7,Robert V. Vitale,U.S.,St. Louis,Missouri,Https://Www.Postholdings.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",6449.0,2024-06-04,497,11.646700000000001,6.449,0.002609295370252132,0.0017942252599873856,0.5035035035035035,Medium
505,Crown Castle,CCI,Financials,Real Estate,1.0,0.0,0.0,0.0,8.0,1.0,0.0,,no,no,no,4700,45953.0,6981.0,-0.1,1502.0,-10.3,38527.0,Steven J. Moskowitz,U.S.,Houston,Texas,Https://Www.Crowncastle.Com,Public,"A real estate investment trust. Market value as of March 28, 2024.",45953.0,2024-06-04,496,38.527,45.953,0.00882428485586969,0.012784933070584637,0.5045045045045046,Medium
506,Avantor,AVTR,Technology,"Scientific,Photographic And  Control Equipment",1.0,0.0,0.0,0.0,-21.0,0.0,1.0,,no,no,no,14500,17366.5,6967.2,-7.3,321.1,-53.2,12972.7,Michael Stubblefield,U.S.,Radnor,Pennsylvania,Https://Www.Avantorsciences.Com,Public,"Market value as of March 28, 2024.",17367.0,2024-06-04,495,12.972700000000001,17.367,0.002915879599517761,0.0048318049449838614,0.5055055055055055,Medium
507,Kbr,KBR,Technology,Information Technology Services,0.0,0.0,0.0,0.0,25.0,1.0,0.0,,no,no,no,34000,8598.7,6956.0,6.0,-265.0,-239.5,5565.0,Stuart J.B. Bradie,U.S.,Houston,Texas,Https://Www.Kbr.Com,Public,"Market value as of March 28, 2024.",8599.0,2024-06-04,494,5.565,8.599,0.0012031465715154996,0.002392393085847655,0.5065065065065065,Small
508,Opendoor Technologies,OPEN,Technology,Internet Services And Retailing,0.0,0.0,1.0,0.0,-242.0,0.0,1.0,,no,no,no,1982,2059.3,6946.0,-55.4,-275.0,0.0,3567.0,Carrie A. Wheeler,U.S.,Tempe,Arizona,Https://Www.Opendoor.Com,Public,"Market value as of March 28, 2024.",2059.0,2024-06-04,493,3.567,2.059,0.0007411893391831269,0.000572850024858742,0.5075075075075075,Small
509,Api Group,APG,Engineering & Construction,Engineering & Construction,1.0,0.0,0.0,0.0,24.0,1.0,0.0,,no,no,no,29000,9587.9,6928.0,5.6,153.0,109.6,7590.0,Russell A. Becker,U.S.,New Brighton,Minnesota,Https://Www.Apigroupcorp.Com,Public,"Market value as of March 28, 2024.",9588.0,2024-06-04,492,7.59,9.588,0.0016713464691496612,0.0026675502857433793,0.5085085085085085,Small
510,Eqt,EQT,Energy,Energy,1.0,0.0,0.0,0.0,-23.0,0.0,1.0,,no,no,no,881,16337.5,6908.9,-7.9,1735.2,-2.0,25285.1,Toby Z. Rice,U.S.,Pittsburgh,Pennsylvania,Https://Www.Eqt.Com,Public,"Market value as of March 28, 2024.",16338.0,2024-06-04,491,25.2851,16.338,0.00576262746106386,0.0045455190413512024,0.5095095095095096,Medium
511,Enlink Midstream,ENLC,Energy,Pipelines,1.0,0.0,0.0,0.0,-105.0,0.0,1.0,,no,no,no,1072,6181.3,6900.1,-27.7,206.2,-42.9,8328.6,Jesse Arenivas,U.S.,Dallas,Texas,Https://Www.Enlink.Com,Public,"A limited liability company. Market value as of March 28, 2024.",6181.0,2024-06-04,490,8.3286,6.181,0.0018421180466274844,0.0017196629449499194,0.5105105105105106,Small
512,Palo Alto Networks,PANW,Technology,Network And Other Communications Equipment,1.0,0.0,0.0,0.0,92.0,1.0,0.0,,no,no,no,13948,91802.4,6892.7,25.3,439.7,0.0,14501.1,Nikesh Arora,U.S.,Santa Clara,California,Https://Www.Paloaltonetworks.Com,Public,"Figures are for fiscal year ended July 31, 2023. Market value as of March 28, 2024.",91802.0,2024-06-04,489,14.501100000000001,91.802,0.0032692606975642064,0.025540931511453244,0.5115115115115115,Medium
513,Xerox Holdings,XRX,Technology,"Computers, Office Equipment",1.0,0.0,0.0,0.0,-8.0,0.0,1.0,,no,no,no,20100,2222.9,6886.0,-3.1,1.0,0.0,10008.0,Steven J. Bandrowczak,U.S.,Norwalk,Connecticut,Https://Www.Xerox.Com,Public,"Market value as of March 28, 2024.",2223.0,2024-06-04,488,10.008,2.223,0.002230411828398749,0.0006184777101801765,0.5125125125125125,Medium
514,Ingersoll Rand,IR,Industrials,Industrial Machinery,1.0,0.0,0.0,0.0,64.0,1.0,0.0,,no,no,no,18000,38306.2,6876.1,16.1,778.7,28.8,15563.5,Vicente Reynal,U.S.,Davidson,North Carolina,Https://Www.Irco.Com,Public,"Market value as of March 28, 2024.",38306.0,2024-06-04,487,15.5635,38.306,0.003514898016698297,0.010657403133676042,0.5135135135135135,Medium
515,Dillard'S,DDS,Retailing,General Merchandisers,1.0,0.0,0.0,0.0,-4.0,0.0,1.0,,no,no,no,24900,7654.8,6874.4,-1.7,738.8,-17.1,3448.9,William T. Dillard Ii,U.S.,Little Rock,Arkansas,Https://Www.Dillards.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",7655.0,2024-06-04,486,3.4489,7.655,0.0007138834587334505,0.0021297556776559835,0.5145145145145146,Small
516,Martin Marietta Materials,MLM,Materials,"Building Materials, Glass",1.0,0.0,0.0,0.0,23.0,1.0,0.0,,no,no,no,9400,37955.3,6871.4,6.2,1168.9,34.9,15124.9,C. Howard Nye,U.S.,Raleigh,North Carolina,Https://Www.Martinmarietta.Com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",37955.0,2024-06-04,485,15.1249,37.955,0.0034134893870181276,0.010559748758384434,0.5155155155155156,Medium
517,Vertiv Holdings,VRT,Industrials,"Electronics, Electrical Equip.",1.0,0.0,0.0,0.0,80.0,1.0,0.0,,no,no,no,27000,31195.5,6863.2,20.6,460.2,500.8,7998.5,Giordano Albertazzi,U.S.,Westerville,Ohio,Https://Www.Vertiv.Com,Public,"Market value as of March 28, 2024.",31196.0,2024-06-04,484,7.9985,31.196,0.0017657956830674662,0.0086792760444358,0.5165165165165165,Small
518,Moderna,MRNA,Health Care,Pharmaceuticals,0.0,0.0,0.0,0.0,-307.0,0.0,1.0,,no,yes,no,5600,40799.7,6848.0,-64.5,-4714.0,-156.4,18426.0,St?Phane Bancel,U.S.,Cambridge,Massachusetts,Https://Www.Modernatx.Com,Public,"Market value as of March 28, 2024.",40800.0,2024-06-04,483,18.426,40.8,0.004176736143600908,0.011351277811673954,0.5175175175175175,Medium
519,Boise Cascade,BCC,Wholesalers,Wholesalers: Diversified,1.0,0.0,0.0,0.0,-68.0,0.0,1.0,,no,no,no,7300,6067.9,6838.2,-18.5,483.7,-43.6,3458.6,Nathan R. Jorgensen,U.S.,Boise,Idaho,Https://Www.Bc.Com,Public,"Market value as of March 28, 2024.",6068.0,2024-06-04,482,3.4586,6.068,0.0007161261940455746,0.0016882243568930773,0.5185185185185185,Small
520,Sprouts Farmers Market,SFM,Food & Drug Stores,Food & Drug Stores,1.0,0.0,0.0,0.0,21.0,1.0,0.0,,no,no,no,32000,6526.1,6837.4,6.8,258.9,-0.9,3327.4,Jack L. Sinclair,U.S.,Phoenix,Arizona,Https://Www.Sprouts.Com,Public,"Market value as of March 28, 2024.",6526.0,2024-06-04,481,3.3274,6.526,0.0006857914648754008,0.0018156480146809858,0.5195195195195196,Small
521,Agilent Technologies,A,Technology,"Scientific,Photographic And  Control Equipment",1.0,0.0,0.0,0.0,-1.0,0.0,1.0,,no,no,no,18100,42642.5,6833.0,-0.2,1240.0,-1.1,10763.0,Padraig Mcdonnell,U.S.,Santa Clara,California,Https://Www.Agilent.Com,Public,"Figures are for fiscal year ended Oct. 31, 2023. Market value as of March 28, 2024.",42643.0,2024-06-04,480,10.763,42.643,0.0024049752470228438,0.011864032836353245,0.5205205205205206,Medium
521,Olin,OLN,Chemicals,Chemicals,1.0,0.0,0.0,0.0,-111.0,0.0,1.0,,no,no,no,7326,7034.9,6833.0,-27.1,460.2,-65.3,7713.2,Kenneth T. Lane,U.S.,Clayton,Missouri,Https://Www.Olin.Com,Public,"Market value as of March 28, 2024.",7035.0,2024-06-04,480,7.7132,7.035,0.0016998315197118976,0.0019572607697334867,0.5205205205205206,Small
523,Darling Ingredients,DAR,"Food, Beverages & Tobacco",Food Production,1.0,0.0,0.0,0.0,12.0,1.0,0.0,,no,no,no,15800,7431.3,6788.1,3.9,647.7,-12.2,11061.1,Randall C. Stuewe,U.S.,Irving,Texas,Https://Www.Darlingii.Com,Public,"Market value as of March 28, 2024.",7431.0,2024-06-04,478,11.0611,7.431,0.0024738988961511125,0.002067434936729146,0.5225225225225225,Medium
524,Sonoco Products,SON,Materials,"Packaging, Containers",1.0,0.0,0.0,0.0,-26.0,0.0,1.0,,no,no,no,23000,5665.8,6781.3,-6.5,475.0,1.8,7192.0,R. Howard Coker,U.S.,Hartsville,South Carolina,Https://Www.Sonoco.Com,Public,"Market value as of March 28, 2024.",5666.0,2024-06-04,477,7.192,5.666,0.0015793249584047742,0.001576380884336878,0.5235235235235235,Small
525,Caci International,CACI,Technology,Information Technology Services,1.0,0.0,0.0,0.0,39.0,1.0,0.0,,no,yes,no,23000,8442.3,6702.5,8.1,384.7,4.9,6600.8,John S. Mengucci,U.S.,Reston,Virginia,Https://Www.Caci.Com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",8442.0,2024-06-04,476,6.6008000000000004,8.442,0.0014426337092781983,0.002348712923680184,0.5245245245245246,Small
526,Core & Main,CNM,Wholesalers,Wholesalers: Diversified,1.0,0.0,0.0,0.0,2.0,1.0,0.0,,no,no,no,5000,11528.5,6702.0,0.8,371.0,1.4,5069.0,Stephen O. Leclair,U.S.,St. Louis,Missouri,Https://Www.Coreandmain.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",11529.0,2024-06-04,475,5.069,11.529,0.001088466497823379,0.003207570634578162,0.5255255255255256,Small
527,Marathon Oil,MRO,Energy,"Mining, Crude-Oil Production",1.0,0.0,0.0,0.0,-63.0,0.0,1.0,,no,no,no,1681,16195.7,6697.0,-16.7,1554.0,-57.0,19575.0,Lee M. Tillman,U.S.,Houston,Texas,Https://Www.Marathonoil.Com,Public,"Market value as of March 28, 2024.",16196.0,2024-06-04,474,19.575,16.196,0.004442396233665921,0.004506012143085082,0.5265265265265265,Medium
528,Hyatt Hotels,H,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",1.0,0.0,0.0,0.0,54.0,1.0,0.0,,no,yes,yes,51000,16425.1,6667.0,13.2,220.0,-51.6,12833.0,Mark S. Hoplamazian,U.S.,Chicago,Illinois,Https://Www.Hyatt.Com,Public,"Market value as of March 28, 2024.",16425.0,2024-06-04,473,12.833,16.425,0.0028835795868266535,0.004569723971979037,0.5275275275275275,Medium
529,Select Medical Holdings,SEM,Health Care,Health Care: Medical Facilities,1.0,0.0,0.0,0.0,23.0,1.0,0.0,,no,yes,no,46500,3870.1,6664.1,5.2,243.5,53.1,7689.6,David S. Chernow,U.S.,Mechanicsburg,Pennsylvania,Https://Www.Selectmedicalholdings.Com,Public,"Market value as of March 28, 2024.",3870.0,2024-06-04,472,7.6896,3.87,0.0016943749678184823,0.0010767020865484853,0.5285285285285285,Small
530,Mccormick,MKC,"Food, Beverages & Tobacco",Food Consumer Products,1.0,0.0,0.0,0.0,18.0,1.0,0.0,,no,no,no,13800,20616.8,6662.2,4.9,680.6,-0.2,12862.3,Brendan M. Foley,U.S.,Hunt Valley,Maryland,Https://Www.Mccormickcorporation.Com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of March 28, 2024.",20617.0,2024-06-04,471,12.8623,20.617,0.002890354034728224,0.005736012123609851,0.5295295295295296,Medium
531,Tapestry,TPR,Apparel,Apparel,1.0,0.0,1.0,0.0,-4.0,0.0,1.0,,no,yes,no,15550,10890.3,6660.9,-0.4,936.0,9.3,7116.8,Joanne C. Crevoiserat,U.S.,New York,New York,Https://Www.Tapestry.Com,Public,"Figures are for fiscal year ended June 30, 2023. Market value as of March 28, 2024.",10890.0,2024-06-04,470,7.1168000000000005,10.89,0.0015619379794901624,0.0030297895923806217,0.5305305305305306,Small
532,Coca-Cola Consolidated,COKE,"Food, Beverages & Tobacco",Beverages,1.0,0.0,0.0,0.0,33.0,1.0,0.0,,no,yes,no,16000,7934.0,6653.9,7.3,408.4,-5.1,4288.9,J. Frank Harrison Iii,U.S.,Charlotte,North Carolina,Https://Www.Cokeconsolidated.Com,Public,"Market value as of March 28, 2024.",7934.0,2024-06-04,469,4.2889,7.934,0.0009080997125668804,0.0022073783862211066,0.5315315315315315,Small
533,Howmet Aerospace,HWM,Aerospace & Defense,Aerospace & Defense,1.0,0.0,0.0,0.0,66.0,1.0,0.0,,no,no,no,23200,28077.1,6640.0,17.3,765.0,63.1,10428.0,John C. Plant,U.S.,Pittsburgh,Pennsylvania,Https://Www.Howmet.Com,Public,"Market value as of March 28, 2024.",28077.0,2024-06-04,468,10.428,28.077,0.002327519955315464,0.007811515370548275,0.5325325325325325,Medium
534,Welltower,WELL,Financials,Real Estate,1.0,0.0,0.0,0.0,49.0,1.0,0.0,,no,yes,no,533,53156.0,6638.0,13.3,340.1,140.8,44012.2,Shankh S. Mitra,U.S.,Toledo,Ohio,Https://Www.Welltower.Com,Public,"A real estate investment trust. Market value as of March 28, 2024.",53156.0,2024-06-04,467,44.0122,53.156,0.010092516993401987,0.014788934396013252,0.5335335335335335,Medium
535,Cf Industries Holdings,CF,Chemicals,Chemicals,1.0,0.0,0.0,0.0,-170.0,0.0,1.0,,no,no,no,2694,15620.7,6631.5,-40.7,1525.2,-54.4,14376.2,W. Anthony Will,U.S.,Northbrook,Illinois,Https://Www.Cfindustries.Com,Public,"Market value as of March 28, 2024.",15621.0,2024-06-04,466,14.3762,15.621,0.0032403825902977837,0.004346037026866638,0.5345345345345346,Medium
536,Ametek,AME,Technology,"Scientific,Photographic And  Control Equipment",1.0,0.0,0.0,0.0,34.0,1.0,0.0,,no,no,no,21500,42288.6,6597.0,7.3,1313.2,13.3,15023.5,David A. Zapico,U.S.,Berwyn,Pennsylvania,Https://Www.Ametek.Com,Public,"Market value as of March 28, 2024.",42289.0,2024-06-04,465,15.0235,42.289,0.0033900447106625206,0.011765543808281369,0.5355355355355356,Medium
537,Transdigm Group,TDG,Aerospace & Defense,Aerospace & Defense,1.0,0.0,0.0,0.0,76.0,1.0,0.0,,no,no,no,15500,68484.7,6585.0,21.3,1298.0,49.9,19970.0,Kevin M. Stein,U.S.,Cleveland,Ohio,Https://Www.Transdigm.Com,Public,"Figures are for fiscal year ended Sept. 30, 2023. Market value as of March 28, 2024.",68485.0,2024-06-04,464,19.97,68.485,0.004533724114932832,0.019053731885600264,0.5365365365365365,Medium
538,Wynn Resorts,WYNN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",1.0,0.0,0.0,0.0,240.0,1.0,0.0,,no,yes,no,27800,11456.6,6531.9,73.9,730.0,0.0,13996.2,Craig S. Billings,U.S.,Las Vegas,Nevada,Https://Www.Wynnresorts.Com,Public,"Market value as of March 28, 2024.",11457.0,2024-06-04,463,13.9962,11.457,0.0031525228564207555,0.0031875389678516788,0.5375375375375375,Medium
539,Southwestern Energy,SWN,Energy,"Mining, Crude-Oil Production",1.0,0.0,0.0,0.0,-264.0,0.0,1.0,,no,no,no,1165,8349.1,6522.0,-56.5,1557.0,-15.8,11991.0,William J. Way,U.S.,Spring,Texas,Https://Www.Swn.Com,Public,"Market value as of March 28, 2024.",8349.0,2024-06-04,462,11.991,8.349,0.002688900913341239,0.00232283868749181,0.5385385385385385,Medium
540,Amkor Technology,AMKR,Technology,Semiconductors And Other Electronic Components,1.0,0.0,0.0,0.0,-32.0,0.0,1.0,,no,no,no,28700,7927.6,6503.1,-8.3,359.8,-53.0,6771.1,Guillaume Marie Jean Rutten,U.S.,Tempe,Arizona,Https://Www.Amkor.Com,Public,"Market value as of March 28, 2024.",7928.0,2024-06-04,461,6.771100000000001,7.928,0.0014820087426446662,0.0022057090806605665,0.5395395395395396,Small
541,Insperity,NSP,Business Services,Diversified Outsourcing Services,1.0,1.0,0.0,0.0,35.0,1.0,0.0,,no,no,no,4400,4087.3,6485.9,9.2,171.4,-4.4,2119.7,Paul J. Sarvadi,U.S.,Kingwood,Texas,Https://Www.Insperity.Com,Public,"Market value as of March 28, 2024.",4087.0,2024-06-04,460,2.1197,4.087,0.0004065593580246468,0.001137075304321359,0.5405405405405406,Small
542,Patterson,PDCO,Health Care,Wholesalers: Health Care,1.0,0.0,0.0,0.0,-6.0,0.0,1.0,,no,no,no,7600,2477.2,6471.5,-0.4,207.6,2.1,2879.1,Donald J. Zurbay,U.S.,St. Paul,Minnesota,Https://Www.Pattersoncompanies.Com,Public,"Figures are for fiscal year ended April 30, 2023. Market value as of March 28, 2024.",2477.0,2024-06-04,459,2.8790999999999998,2.477,0.0005821400998831072,0.0006891449789097153,0.5415415415415415,Small
543,T. Rowe Price,TROW,Financials,Securities,1.0,0.0,0.0,0.0,-6.0,0.0,1.0,,no,yes,no,7906,27266.7,6460.5,-0.4,1788.7,14.8,12278.8,Robert W. Sharps,U.S.,Baltimore,Maryland,Https://Www.Troweprice.Com,Public,"Market value as of March 28, 2024.",27267.0,2024-06-04,458,12.278799999999999,27.267,0.002755443101261788,0.007586159119875336,0.5425425425425425,Medium
544,Ralph Lauren,RL,Apparel,Apparel,1.0,0.0,0.0,0.0,17.0,1.0,0.0,,no,yes,no,19100,12002.7,6443.6,3.6,522.7,-12.9,6789.5,Patrice Louvet,U.S.,New York,New York,Https://Www.Ralphlauren.Com,Public,"Figures are for fiscal year ended March 31, 2023. Market value as of March 28, 2024.",12003.0,2024-06-04,457,6.7895,12.003,0.0014862630034429222,0.003339445773860845,0.5435435435435435,Small
545,Kb Home,KBH,Engineering & Construction,Homebuilders,1.0,0.0,0.0,0.0,-27.0,0.0,1.0,,no,no,no,2205,5361.6,6410.6,-7.1,590.2,-27.7,6648.4,Jeffrey T. Mezger,U.S.,Los Angeles,California,Https://Www.Kbhome.Com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of March 28, 2024.",5362.0,2024-06-04,456,6.6484,5.362,0.0014536392969954257,0.00149180273593617,0.5445445445445446,Small
546,Brunswick,BC,Transportation,Transportation Equipment,1.0,0.0,0.0,0.0,-23.0,0.0,1.0,,no,no,no,18104,6555.5,6401.4,-6.0,420.4,-37.9,6230.5,David M. Foulkes,U.S.,Mettawa,Illinois,Https://Www.Brunswick.Com,Public,"Market value as of March 28, 2024.",6556.0,2024-06-04,455,6.2305,6.556,0.0013570167107132944,0.0018239945424836873,0.5455455455455456,Small
547,Robert Half,RHI,Business Services,Temporary Help,1.0,0.0,0.0,0.0,-47.0,0.0,1.0,,no,yes,yes,15000,8340.9,6392.5,-11.7,411.1,-37.5,3010.8,M. Keith Waddell,U.S.,Menlo Park,California,Https://Www.Roberthalf.Com,Public,"Changed name from Robert Half International, July 17, 2023. Market value as of March 28, 2024.",8341.0,2024-06-04,454,3.0108,8.341,0.0006125904339662772,0.002320612946744423,0.5465465465465466,Small
548,Penn Entertainment,PENN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",0.0,0.0,0.0,0.0,-6.0,0.0,1.0,,no,no,no,23333,2775.6,6362.9,-0.6,-490.0,-320.6,16064.2,Jay A. Snowden,U.S.,Wyomissing,Pennsylvania,Https://Www.Pennentertainment.Com,Public,"Market value as of March 28, 2024.",2776.0,2024-06-04,453,16.0642,2.776,0.003630664776572581,0.0007723320393433063,0.5475475475475475,Medium
549,Netapp,NTAP,Technology,"Computers, Office Equipment",1.0,0.0,0.0,0.0,6.0,1.0,0.0,,no,no,no,12000,21663.4,6362.0,0.7,1274.0,36.0,9818.0,George Kurian,U.S.,San Jose,California,Https://Www.Netapp.Com,Public,"Figures are for fiscal year ended April 30, 2023. Market value as of March 28, 2024.",21663.0,2024-06-04,452,9.818,21.663,0.002186481961460235,0.006027027726330707,0.5485485485485486,Small
550,Organon,OGN,Health Care,Pharmaceuticals,1.0,0.0,0.0,0.0,18.0,1.0,0.0,,no,no,no,10000,4806.0,6263.0,1.4,1023.0,11.6,12058.0,Kevin Ali,U.S.,Jersey City,New Jersey,Https://Www.Organon.Com,Public,"Market value as of March 28, 2024.",4806.0,2024-06-04,451,12.058,4.806,0.002704391971682715,0.0013371137539927701,0.5495495495495496,Medium
551,Petco Health And Wellness,WOOF,Retailing,Specialty Retailers: Other,0.0,0.0,0.0,0.0,20.0,1.0,0.0,,no,no,no,29000,698.3,6255.3,3.6,-1280.2,-1509.9,5363.2,Joel D. Anderson,U.S.,San Diego,California,Https://Www.Petco.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",698.0,2024-06-04,450,5.3632,0.698,0.001156488428630278,0.0001941958802095201,0.5505505505505506,Small
552,Regal Rexnord,RRX,Industrials,"Electronics, Electrical Equip.",0.0,0.0,0.0,0.0,79.0,1.0,0.0,,no,no,no,32100,11977.1,6250.7,19.8,-57.4,-111.7,15431.4,Louis V. Pinkham,U.S.,Milwaukee,Wisconsin,Https://Www.Regalrexnord.Com,Public,"Market value as of March 28, 2024.",11977.0,2024-06-04,449,15.4314,11.977,0.0034843551986847303,0.003332212116431837,0.5515515515515516,Medium
553,Resideo Technologies,REZI,Materials,"Building Materials, Glass",1.0,0.0,0.0,0.0,-7.0,0.0,1.0,,no,no,no,14000,3258.0,6242.0,-2.0,210.0,-25.8,6645.0,Jay L. Geldmacher,U.S.,Scottsdale,Arizona,Https://Www.Resideo.Com,Public,"Market value as of March 28, 2024.",3258.0,2024-06-04,448,6.645,3.258,0.0014528531835870525,0.000906432919373376,0.5525525525525525,Small
554,Camping World Holdings,CWH,Retailing,"Automotive Retailing, Services",1.0,0.0,0.0,0.0,-38.0,0.0,1.0,,no,no,no,12459,2354.4,6226.5,-10.6,31.0,-77.3,4845.7,Marcus A. Lemonis,U.S.,Lincolnshire,Illinois,Https://Www.Campingworld.Com,Public,"Market value as of March 28, 2024.",2354.0,2024-06-04,447,4.8457,2.354,0.0010368373436793255,0.0006549242149186394,0.5535535535535536,Small
555,Huntsman,HUN,Chemicals,Chemicals,1.0,0.0,0.0,0.0,-122.0,0.0,1.0,,no,no,no,6000,4503.1,6199.0,-28.9,101.0,-78.0,7248.0,Peter R. Huntsman,U.S.,The Woodlands,Texas,Https://Www.Huntsman.Com,Public,"Includes revenues from discontinued operations. Market value as of March 28, 2024.",4503.0,2024-06-04,446,7.248,4.503,0.0015922727086603362,0.0012528138231854857,0.5545545545545546,Small
556,Victoria'S Secret,VSCO,Retailing,Specialty Retailers: Apparel,1.0,0.0,0.0,0.0,-6.0,0.0,1.0,,no,no,no,21500,1503.4,6181.8,-2.6,109.2,-68.6,4600.0,Hillary Super,U.S.,Reynoldsburg,Ohio,Https://Www.Victoriassecretandco.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",1503.0,2024-06-04,445,4.6,1.503,0.0009800290894330472,0.00041816104291534197,0.5555555555555556,Small
557,Levi Strauss,LEVI,Apparel,Apparel,1.0,0.0,1.0,0.0,12.0,1.0,0.0,,no,no,no,19100,7956.6,6179.0,0.2,249.6,-56.1,6053.6,Michelle  Gass,U.S.,San Francisco,California,Https://Www.Levistrauss.Com,Public,"Figures are for fiscal year ended Nov. 30, 2023. Market value as of March 28, 2024.",7957.0,2024-06-04,444,6.0536,7.957,0.0013161156924952782,0.0022137773908698444,0.5565565565565566,Small
558,Roper Technologies,ROP,Technology,Computer Software,1.0,0.0,0.0,0.0,49.0,1.0,0.0,,no,no,no,16800,60022.4,6177.8,12.9,1384.2,-69.5,28167.5,L. Neil Hunn,U.S.,Sarasota,Florida,Https://Www.Ropertech.Com,Public,"Market value as of March 28, 2024.",60022.0,2024-06-04,443,28.1675,60.022,0.006429066663503716,0.016699176392458187,0.5575575575575575,Medium
559,Academy Sports And Outdoors,ASO,Retailing,Specialty Retailers: Other,1.0,0.0,0.0,0.0,-15.0,0.0,1.0,,no,no,no,16509,5025.3,6159.3,-3.7,519.2,-17.3,4676.7,Steven P. Lawrence,U.S.,Katy,Texas,Https://Www.Academy.Com,Public,"Figures are for fiscal year ended Jan. 31, 2024. Market value as of March 28, 2024.",5025.0,2024-06-04,442,4.676699999999999,5.025,0.0009977628830866473,0.0013980434069524907,0.5585585585585586,Small
560,Meritage Homes,MTH,Engineering & Construction,Homebuilders,1.0,0.0,0.0,0.0,-3.0,0.0,1.0,,no,no,no,1838,6346.3,6138.3,-2.4,738.7,-25.5,6353.1,Phillippe Lord,U.S.,Scottsdale,Arizona,Https://Www.Meritagehomes.Com,Public,"Market value as of March 28, 2024.",6346.0,2024-06-04,441,6.3531,6.346,0.0013853630353799357,0.0017655688478647772,0.5595595595595596,Small
561,American Axle & Manufacturing,AXL,Motor Vehicles & Parts,Motor Vehicles & Parts,0.0,0.0,0.0,0.0,27.0,1.0,0.0,,no,no,no,19000,865.1,6079.5,4.8,-33.6,-152.3,5356.3,David C. Dauch,U.S.,Detroit,Michigan,Https://Www.Aam.Com,Public,"Market value as of March 28, 2024.",865.0,2024-06-04,440,5.3563,0.865,0.001154893080830932,0.00024065821831122477,0.5605605605605606,Small
562,Fortive,FTV,Industrials,"Electronics, Electrical Equip.",1.0,0.0,0.0,0.0,25.0,1.0,0.0,,no,no,no,18000,30225.7,6065.3,4.1,865.8,14.6,16911.8,James A. Lico,U.S.,Everett,Washington,Https://Www.Fortive.Com,Public,"Market value as of March 28, 2024.",30226.0,2024-06-04,439,16.9118,30.226,0.003826638225083551,0.008409404978815122,0.5615615615615616,Medium
